origin,destination,carrier_old,current_rate,currency_old,effective_date,lane,carrier_new,rate,fuel surcharge,currency_new,eff_date,expdate,remarks,random notes,is_new_lane,is_removed_lane,rate_diff,percent_change,change_type
"Los Angeles, US","Mumbai, IN",Oceanic Logistics,3098.8,USD,2026-04-20,,,,,,,,,,False,True,,,Removed Lane
"Los Angeles, US","Sydney, AU",Maersk Line,4410.15,USD,2025-12-23,,,,,,,,,,False,True,,,Removed Lane
MUM,BPL,,,,,MUM-BPL,QuickShip,1966.0,311.7,Usd,2025-10-10,2026-06-28,,Activity hair man stuff plant food.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,BlueDart,3618.0,298.89,EURO,2025-05-30,2026-02-13,,Democratic fine short remain top son ago.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,CargoMax,4525.0,47.35,inr,2025-10-25,2026-07-30,priority,Sense nice rest.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL ,LogiX,2143.0,13.0,,2025-09-04,2026-04-24,,Represent walk social expert avoid laugh voice.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,920.0,234.47,inr,2026-01-13,2026-11-17,priority,Sing thank coach impact reduce reduce.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,LogiX,2538.0,405.21,EURO,2026-04-02,2027-02-26,,Mind better grow hospital option understand.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,3048.0,53.33,,2026-05-09,2026-11-29,check rate,Than often popular painting technology.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,QuickShip,2574.0,156.69,EURO,2026-04-01,2027-03-17,,Move others health night total.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,3751.0,236.9,usd,2026-04-07,2026-08-08,priority,Be one provide.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,QuickShip,1635.0,74.25,INR,2025-06-07,2026-02-23,check rate,Indeed eat interest source dream issue.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,BlueDart,2818.0,109.77,,2026-02-01,2026-07-24,,Run ground our clearly back approach different well.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,1238.0,255.19,Usd,2025-12-01,2025-11-02,,Difference tend dream trade rock.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,1669.0,70.91,usd,2026-01-25,2026-06-11,check rate,Act yeah answer direction.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,LogiX,1887.0,239.89,Usd,2026-03-04,2027-02-03,Urgent,House church social bit quickly work.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,QuickShip,3558.0,183.81,EURO,2025-08-10,2026-08-02,,Always as dinner necessary.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,LogiX,2055.0,173.89,INR,2026-04-07,2026-11-20,check rate,Recently again write sometimes but.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,4118.0,99.95,inr,2025-06-20,2026-04-28,Special handling,Remain under eye language wall because return.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,LogiX,2538.0,405.21,EURO,2026-04-02,2027-02-26,,Mind better grow hospital option understand.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,3161.0,118.88,Usd,2026-03-29,2026-06-15,priority,Quality million do wait least edge threat agent.,True,False,,,New Lane
MUM,BPL,,,,,MUM-BPL,FastMove,1669.0,70.91,usd,2026-01-25,2026-06-11,check rate,Act yeah answer direction.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,1244.0,201.03,usd,2025-09-21,2026-07-14,Special handling,West agreement tend window wrong high.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,LogiX,2765.0,208.97,EURO,2025-06-10,2025-10-21,check rate,Environmental recognize opportunity technology join place floor up.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,BlueDart,3770.0,235.52,Usd,2025-11-09,2026-06-15,,Pass available heart moment.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,997.0,279.24,Usd,2026-03-08,2026-04-25,priority,Republican fear attack bank southern window.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,BlueDart,3207.0,243.23,inr,2025-09-04,2026-05-19,priority,Area anyone nothing degree important care record.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,LogiX,1093.0,260.18,EURO,2025-09-24,2026-01-13,,Century three water owner develop tend.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,CargoMax,2240.0,23.15,Usd,2026-05-01,2026-10-10,Urgent,Line point management PM practice.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,4750.0,30.71,,2025-06-10,2025-07-28,,None instead poor just discuss both realize.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,1695.0,252.65,usd,2025-06-29,2025-10-22,Special handling,Goal common people your project.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,4588.0,324.9,INR,2025-10-28,2025-12-05,,Increase gas thus same conference.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,BlueDart,1933.0,260.45,Usd,2025-07-22,2025-08-06,,Charge large interesting.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,15100.0,63.84,INR,2026-04-02,2026-08-23,,Medical visit method benefit affect particular sign.,True,False,,,New Lane
MUM,GOI,,,,,MUM-GOI,QuickShip,2030.0,403.52,usd,2025-12-02,2025-12-26,priority,Age today eye strong security.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,LogiX,1179.0,475.12,,2025-07-21,2026-03-01,priority,Here coach property front camera involve.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,QuickShip,2765.0,247.98,inr,2025-12-30,2026-11-01,check rate,Response former order clearly happy once marriage music.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,LogiX,4477.0,256.96,,2026-02-24,2026-05-05,check rate,Cell social center way scientist same.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND ,FastMove,1833.0,463.71,usd,2026-03-06,2027-01-22,priority,Conference continue left kitchen agent end.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,LogiX,4527.0,428.33,EURO,2026-03-01,2026-12-20,priority,Page world result good moment heavy.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,CargoMax,4320.0,394.09,,2025-11-28,2026-11-03,Special handling,Culture less minute important can each choose.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,BlueDart,1148.0,226.97,,2025-07-17,2025-06-02,Special handling,Apply treatment relationship media mission generation style.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,QuickShip,4916.0,284.33,EURO,2025-06-26,2025-05-27,check rate,Better tree wrong reach green explain.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND ,BlueDart,2114.0,21.14,Usd,2025-11-26,2025-10-29,check rate,Fund letter fire cup task animal resource.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,LogiX,535.0,389.04,INR,2026-05-06,2026-11-26,check rate,Director course behavior close.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,BlueDart,1914.0,401.11,usd,2026-04-04,2026-06-26,priority,Term democratic road issue.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,QuickShip,825.0,100.61,inr,2025-08-19,2025-10-11,priority,Yard rather its.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,CargoMax,1465.0,149.22,Usd,2026-05-06,2026-11-02,,Rule no quite.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND ,CargoMax,1667.0,336.0,INR,2026-04-14,2027-02-08,,Card little commercial oil point position miss determine.,True,False,,,New Lane
MUM,IND,,,,,MUM-IND,BlueDart,1541.0,43.14,Usd,2025-06-07,2026-02-22,Urgent,Sometimes knowledge or any war impact.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,4854.0,340.51,INR,2025-05-14,2025-06-09,check rate,Phone guess memory read role second real also.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,LogiX,3703.0,452.29,INR,2025-09-10,2025-08-29,priority,Soon see reach age.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,4614.0,168.46,,2025-12-31,2026-11-26,check rate,Shake current personal her ground sort must.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,QuickShip,3453.0,300.83,usd,2025-08-01,2025-11-19,,Lead street bit.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,4307.0,232.43,usd,2025-09-15,2025-09-22,Urgent,Force job thus thank.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,CargoMax,1938.0,382.52,EURO,2025-08-13,2026-03-29,check rate,House half nothing film nation little past response.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR ,FastMove,12820.0,90.74,inr,2025-10-17,2025-10-15,check rate,Security ten reduce picture role moment dog.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,646.0,391.62,INR,2025-08-24,2026-01-13,,Part somebody way five year.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,CargoMax,4577.0,91.27,,2025-06-26,2025-06-12,priority,Oil decide enough law pattern individual everything.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,1750.0,176.81,usd,2026-05-04,2026-07-02,check rate,Behavior sport assume according heart back.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,CargoMax,4582.0,412.15,inr,2025-10-24,2025-12-17,,Her what authority describe perform.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,LogiX,3599.0,445.52,,2025-10-23,2025-10-08,Special handling,Word executive understand commercial tell word.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,BlueDart,1921.0,22.81,Usd,2025-09-09,2026-06-12,check rate,Catch free pattern other though consumer meet.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,LogiX,924.0,117.61,usd,2025-05-20,2025-04-08,,Must appear important.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,FastMove,3449.0,366.79,INR,2025-11-21,2026-04-08,priority,Charge four particular understand plant age nature.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,BlueDart,954.0,191.66,INR,2026-03-20,2026-05-14,priority,Many research see baby structure.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,LogiX,75360.0,139.49,,2025-11-15,2026-05-21,check rate,Catch interview official any today cut.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,CargoMax,43480.0,333.97,INR,2026-02-24,2026-11-19,Special handling,Event high edge section.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR,CargoMax,1891.0,202.92,EURO,2025-06-19,2025-06-12,,Out sit your sound agreement development.,True,False,,,New Lane
MUM,JPR,,,,,MUM-JPR ,QuickShip,3464.0,414.1,INR,2025-11-22,2026-04-01,check rate,During current responsibility mouth item art.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,BlueDart,2822.0,353.25,inr,2026-02-26,2026-07-10,,Wide according today front describe lay cup.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,QuickShip,856.0,447.62,INR,2026-03-17,2026-06-28,priority,This sit Republican sport.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,QuickShip,4731.0,309.87,,2025-10-05,2026-03-04,priority,Plant walk experience conference factor kind.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,QuickShip,2863.0,283.53,usd,2025-07-21,2025-12-12,Special handling,Foreign religious yourself school name.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO ,QuickShip,4066.0,181.93,usd,2025-08-02,2025-07-09,,Rise maintain energy mother.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,FastMove,1450.0,205.13,usd,2025-07-14,2026-01-02,,Show yes candidate energy among finish successful.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,CargoMax,2078.0,71.37,,2025-10-11,2026-07-25,check rate,True site build forget picture.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,CargoMax,4834.0,220.15,inr,2025-08-22,2026-04-04,Urgent,To firm into heavy meet.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,BlueDart,4584.0,405.85,usd,2026-01-08,2026-12-06,Urgent,Industry test gun believe.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,CargoMax,2655.0,53.1,Usd,2025-08-02,2025-12-30,priority,Or challenge food upon.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,FastMove,1760.0,444.56,INR,2026-02-15,2026-09-21,,Business see morning oil story leader money when.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,QuickShip,4340.0,173.47,INR,2026-04-25,2026-05-28,Urgent,Goal ball late eight.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,BlueDart,3328.0,317.0,EURO,2026-04-22,2027-04-13,Special handling,City later part under oil natural.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,BlueDart,2006.0,421.67,inr,2025-12-11,2026-11-21,,Number firm watch stage book memory thing send.,True,False,,,New Lane
MUM,LKO,,,,,MUM-LKO,FastMove,1669.0,36.61,,2025-10-05,2025-11-30,,Senior high just.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,3471.0,202.21,Usd,2026-03-30,2026-12-23,,Edge exist campaign especially president sport ground old.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,CargoMax,4409.0,300.93,usd,2026-01-20,2026-05-14,priority,Reach surface cause fear nice really evidence.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,BlueDart,2444.0,367.93,INR,2026-02-17,2026-09-17,priority,Soon maintain approach draw if.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,3469.0,55.41,inr,2025-06-13,2025-12-02,Special handling,Administration near any.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG ,QuickShip,1758.0,400.81,,2025-10-24,2026-06-03,priority,History group rather cause.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,CargoMax,3961.0,469.75,inr,2025-06-30,2026-01-16,,Defense onto us recent middle.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,CargoMax,1229.0,370.31,EURO,2026-03-26,2027-01-27,Special handling,Build gun head wonder economy suffer once drop.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,CargoMax,3860.0,164.19,INR,2025-05-20,2025-11-20,Special handling,Like find dark couple.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,1583.0,413.17,,2026-02-03,2026-10-21,Urgent,Manager degree owner data southern.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,3469.0,55.41,inr,2025-06-13,2025-12-02,Special handling,Administration near any.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,QuickShip,1318.0,39.03,usd,2026-01-24,2026-11-19,,Sure reach purpose.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,QuickShip,2448.0,245.98,Usd,2026-02-17,2027-02-09,priority,Serious any writer middle begin agent.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,1558.0,479.54,Usd,2026-04-19,2027-02-02,check rate,Collection commercial forward government receive anyone.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,QuickShip,589.0,85.57,Usd,2026-03-12,2026-12-10,check rate,Local note blue.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,3469.0,55.41,inr,2025-06-13,2025-12-02,Special handling,Administration near any.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG ,FastMove,1667.0,90.01,INR,2025-06-09,2025-07-25,,Certainly term quickly action notice development.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,LogiX,4191.0,176.9,inr,2025-07-05,2025-10-03,Special handling,Position your since need more.,True,False,,,New Lane
MUM,NAG,,,,,MUM-NAG,BlueDart,2444.0,367.93,INR,2026-02-17,2026-09-17,priority,Soon maintain approach draw if.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,FastMove,62240.0,234.35,EURO,2025-09-16,2026-03-30,,Watch exactly sit side approach plan.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,LogiX,2682.0,323.24,inr,2026-03-12,2027-01-01,priority,Can report within whatever.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,FastMove,1677.0,54.03,Usd,2026-03-18,2027-03-01,Special handling,Green success special life.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,BlueDart,4190.0,257.05,Usd,2025-12-01,2026-03-02,Urgent,Those pull idea control.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,QuickShip,702.0,123.59,INR,2026-03-15,2026-08-06,,With system natural how near include.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,LogiX,3929.0,12.02,inr,2025-11-26,2026-06-29,check rate,Phone since drive study determine various.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,BlueDart,4190.0,257.05,Usd,2025-12-01,2026-03-02,Urgent,Those pull idea control.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,CargoMax,4494.0,78.97,usd,2026-02-06,2026-08-16,priority,Current thousand listen forward.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,BlueDart,3506.0,436.4,,2025-06-26,2026-06-18,,Number month through skill above plant feel.,True,False,,,New Lane
MUM,PAT,,,,,MUM-PAT,QuickShip,4910.0,391.53,usd,2026-04-02,2026-06-22,,Program on writer.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,1701.0,244.44,,2025-06-23,2025-08-15,,Person father red significant try radio.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,4286.0,242.51,usd,2026-03-15,2026-07-08,Special handling,Step use street cause visit can face.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,CargoMax,47620.0,431.81,,2026-04-19,2026-05-14,,Seat account yet throughout.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,BlueDart,2952.0,98.21,usd,2026-01-20,2027-01-06,Urgent,Moment professional center charge old many.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,CargoMax,4044.0,166.7,,2025-09-04,2025-11-19,Urgent,Father hear responsibility line write necessary defense.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,4790.0,208.2,EURO,2025-12-07,2026-04-22,,Field amount analysis ready cold move size.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,1014.0,185.27,EURO,2025-12-17,2025-11-19,Urgent,Society Democrat wrong source idea.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,4370.0,462.89,INR,2025-08-20,2025-09-26,,Tv explain country stage what magazine information.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,2894.0,234.38,,2025-06-15,2026-01-25,check rate,Rule instead ahead federal camera between.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,BlueDart,4261.0,25.24,Usd,2025-11-07,2026-07-15,Special handling,Value build administration between relate.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,4615.0,282.2,Usd,2026-02-17,2026-02-14,Special handling,Executive a who decide.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,2417.0,243.73,,2025-10-18,2026-08-30,Urgent,Lay term almost above accept present.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,2934.0,58.5,EURO,2026-05-02,2026-07-13,check rate,Town simple fall court deal six respond short.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR ,BlueDart,2755.0,393.54,inr,2025-08-09,2025-10-12,Urgent,What attack again we service teacher end.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,4091.0,499.62,usd,2026-03-10,2026-06-28,check rate,Memory husband away project.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,3033.0,395.31,usd,2025-06-21,2025-10-15,check rate,Human again where experience rock commercial member.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,2117.0,254.76,Usd,2025-07-20,2026-01-20,Special handling,College me only medical.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,CargoMax,3106.0,178.81,INR,2026-03-01,2026-05-31,priority,Skill eat represent establish spring.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,3288.0,230.67,INR,2025-11-19,2026-07-24,,Special sport everything.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,1648.0,106.28,usd,2025-08-07,2026-04-19,,Use people teacher capital.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,BlueDart,676.0,291.38,EURO,2025-07-04,2026-05-24,Special handling,Window full chance arm behavior win we.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,QuickShip,4045.0,67.74,inr,2025-06-16,2026-03-06,Urgent,The research during nor.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,4392.0,465.12,usd,2026-02-17,2026-12-24,Special handling,Action must here thing.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,CargoMax,2701.0,380.35,usd,2026-03-10,2026-12-19,,Whole poor check.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,CargoMax,771.0,440.99,INR,2026-03-02,2026-07-17,Urgent,East old for create.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,3444.0,372.95,INR,2026-03-07,2026-10-17,priority,Share without here bad even put buy although.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,FastMove,4915.0,112.82,Usd,2026-03-10,2026-02-24,Special handling,Guess staff ago theory.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR ,LogiX,4548.0,386.2,EURO,2025-08-04,2026-03-26,,Smile just become song significant practice great anything.,True,False,,,New Lane
MUM,SUR,,,,,MUM-SUR,LogiX,3191.0,140.25,Usd,2026-05-09,2026-12-13,check rate,True lawyer speak ready give baby billion.,True,False,,,New Lane
"Ningbo, CN","Sydney, AU",Maersk Line,3393.37,EUR,2026-03-14,,,,,,,,,,False,True,,,Removed Lane
"Ningbo, CN","Sydney, AU",DHL Global,2457.06,USD,2026-04-23,,,,,,,,,,False,True,,,Removed Lane
"Ningbo, CN","Tokyo, JP",Maersk Line,1140.86,GBP,2026-04-28,,,,,,,,,,False,True,,,Removed Lane
PNQ,BPL,,,,,PNQ-BPL,CargoMax,4433.0,47.4,EURO,2025-11-03,2026-07-20,priority,Nearly cold until some believe focus with why.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,QuickShip,27820.0,412.35,EURO,2025-06-08,2026-04-04,Special handling,Watch whole close book.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,LogiX,3612.0,103.85,usd,2025-12-22,2026-04-22,Special handling,Level agreement water house name think.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,CargoMax,1873.0,130.62,usd,2026-03-20,2026-06-20,Special handling,Including some top child minute late.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,QuickShip,1978.0,396.22,,2026-02-18,2026-03-04,check rate,Authority scientist investment.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,BlueDart,2677.0,106.72,EURO,2026-01-19,2026-08-24,priority,Improve my mention market lead more move.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,LogiX,1242.0,477.58,,2025-10-02,2026-08-28,,Idea degree or direction affect.,True,False,,,New Lane
PNQ,BPL,,,,,PNQ-BPL,FastMove,4189.0,134.05,,2025-07-16,2025-12-26,,Bill of build market necessary.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,CargoMax,2909.0,114.72,usd,2025-11-16,2026-05-29,check rate,Either recent enter local quickly same enjoy.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,QuickShip,3457.0,493.32,,2026-04-01,2027-02-05,priority,Can then family weight name.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,LogiX,4110.0,23.48,Usd,2025-08-06,2026-01-28,priority,Pretty Mrs cut start.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,BlueDart,1509.0,283.25,inr,2025-07-21,2025-09-07,,Within remember couple detail they college.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI ,QuickShip,3203.0,75.18,,2025-06-06,2025-12-13,Special handling,At show read change head.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,CargoMax,4518.0,36.71,EURO,2026-01-03,2026-10-10,priority,Night class wish compare.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,BlueDart,4700.0,263.51,inr,2025-06-15,2025-07-10,,Citizen eat right apply throw war.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI ,CargoMax,4048.0,163.65,Usd,2025-05-19,2025-12-20,,Address seek treat field own black energy.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,BlueDart,2663.0,114.01,,2026-03-04,2026-10-08,priority,Within article way or follow.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,LogiX,3235.0,203.6,usd,2026-01-06,2027-01-01,Special handling,Machine current itself century onto.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,CargoMax,2650.0,280.0,usd,2025-09-07,2025-09-07,,Finish actually our church relate.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,CargoMax,2935.0,451.18,inr,2026-03-04,2026-10-12,,Through approach exactly.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,BlueDart,1509.0,283.25,inr,2025-07-21,2025-09-07,,Within remember couple detail they college.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,FastMove,4238.0,249.48,Usd,2025-09-29,2026-09-16,check rate,Candidate agree color entire she.,True,False,,,New Lane
PNQ,GOI,,,,,PNQ-GOI,LogiX,516.0,226.21,,2026-04-26,2026-08-08,Urgent,Also fire environment whose turn boy impact.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,LogiX,2199.0,29.68,INR,2025-12-07,2026-04-28,check rate,Style information sport about.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,FastMove,1520.0,61.1,Usd,2025-07-13,2026-06-01,,Public staff talk indeed.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,QuickShip,4956.0,477.28,usd,2026-02-20,2027-01-09,Urgent,Represent enough always case car eye.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,BlueDart,701.0,377.05,EURO,2026-01-05,2026-07-27,priority,Land future raise write.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,BlueDart,3608.0,73.72,EURO,2026-03-17,2026-07-03,priority,Sound teach about.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,LogiX,3542.0,176.81,,2025-12-11,2026-01-24,,Age eye him draw capital.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,BlueDart,4096.0,441.48,inr,2025-06-08,2026-01-22,Special handling,Participant attention nothing develop nearly pull.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,CargoMax,3513.0,472.84,inr,2025-06-17,2026-04-23,,Soon score top.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,QuickShip,4572.0,370.75,INR,2026-01-01,2026-11-26,,Like pass foot medical lead.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,BlueDart,701.0,377.05,EURO,2026-01-05,2026-07-27,priority,Land future raise write.,True,False,,,New Lane
PNQ,IND,,,,,PNQ-IND,LogiX,2205.0,354.63,inr,2026-02-16,2026-01-09,Special handling,Continue represent tell defense sure it.,True,False,,,New Lane
